+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|              4165 |  2 |   RUNNING |     READY |
|              4166 |  2 |     READY |   RUNNING |
|              4167 |  2 |   RUNNING |     READY |
|              4168 |  2 |     READY |   RUNNING |
|              4169 |  2 |   RUNNING |     READY |
|              4170 |  2 |     READY |   RUNNING |
|              4171 |  2 |   RUNNING |     READY |
|              4172 |  2 |     READY |   RUNNING |
|              4173 |  2 |   RUNNING |     READY |
|              4174 |  2 |     READY |   RUNNING |
|              4175 |  2 |   RUNNING |     READY |
|              4176 |  2 |     READY |   RUNNING |
|              4177 |  2 |   RUNNING |     READY |
|              4178 |  2 |     READY |   RUNNING |
|              4179 |  2 |   RUNNING |     READY |
|              4180 |  2 |     READY |   RUNNING |
|              4181 |  2 |   RUNNING |     READY |
|              4182 |  2 |     READY |   RUNNING |
|              4183 |  2 |   RUNNING |     READY |
|              4184 |  2 |     READY |   RUNNING |
|              4185 |  2 |   RUNNING |     READY |
|              4186 |  2 |     READY |   RUNNING |
|              4187 |  2 |   RUNNING |     READY |
|              4188 |  4 |   WAITING |     READY |
|              4188 |  4 |     READY |   RUNNING |
|              4189 |  4 |   RUNNING |     READY |
|              4190 |  4 |     READY |   RUNNING |
|              4191 |  4 |   RUNNING |     READY |
|              4192 |  4 |     READY |   RUNNING |
|              4193 |  4 |   RUNNING |     READY |
|              4194 |  4 |     READY |   RUNNING |
|              4195 |  4 |   RUNNING |     READY |
|              4196 |  4 |     READY |   RUNNING |
|              4197 |  4 |   RUNNING |     READY |
|              4198 |  4 |     READY |   RUNNING |
|              4199 |  4 |   RUNNING |     READY |
|              4200 |  4 |     READY |   RUNNING |
|              4201 |  4 |   RUNNING |     READY |
|              4202 |  4 |     READY |   RUNNING |
|              4203 |  4 |   RUNNING |     READY |
|              4204 |  4 |     READY |   RUNNING |
|              4205 |  4 |   RUNNING |     READY |
|              4206 |  4 |     READY |   RUNNING |
|              4207 |  4 |   RUNNING |     READY |
|              4208 |  4 |     READY |   RUNNING |
|              4209 |  4 |   RUNNING |     READY |
|              4210 |  4 |     READY |   RUNNING |
|              4211 |  3 |   WAITING |     READY |
|              4211 |  4 |   RUNNING |     READY |
|              4212 |  4 |     READY |   RUNNING |
|              4213 |  4 |   RUNNING |     READY |
|              4214 |  4 |     READY |   RUNNING |
|              4215 |  4 |   RUNNING |     READY |
|              4216 |  4 |     READY |   RUNNING |
|              4217 |  4 |   RUNNING |     READY |
|              4218 |  4 |     READY |   RUNNING |
|              4219 |  4 |   RUNNING |     READY |
|              4220 |  4 |     READY |   RUNNING |
|              4221 |  4 |   RUNNING |     READY |
|              4222 |  4 |     READY |   RUNNING |
|              4223 |  4 |   RUNNING |     READY |
|              4224 |  4 |     READY |   RUNNING |
|              4225 |  4 |   RUNNING |     READY |
|              4226 |  4 |     READY |   RUNNING |
|              4227 |  4 |   RUNNING |     READY |
|              4228 |  4 |     READY |   RUNNING |
|              4229 |  4 |   RUNNING |     READY |
|              4230 |  4 |     READY |   RUNNING |
|              4231 |  4 |   RUNNING |     READY |
|              4232 |  4 |     READY |   RUNNING |
|              4233 |  4 |   RUNNING |     READY |
|              4234 |  4 |     READY |   RUNNING |
|              4235 |  4 |   RUNNING |     READY |
|              4236 |  4 |     READY |   RUNNING |
|              4237 |  4 |   RUNNING |     READY |
|              4238 |  4 |     READY |   RUNNING |
|              4239 |  4 |   RUNNING |     READY |
|              4240 |  4 |     READY |   RUNNING |
|              4241 |  4 |   RUNNING |     READY |
|              4242 |  4 |     READY |   RUNNING |
|              4243 |  4 |   RUNNING |     READY |
|              4244 |  4 |     READY |   RUNNING |
|              4245 |  4 |   RUNNING |     READY |
|              4246 |  4 |     READY |   RUNNING |
|              4247 |  4 |   RUNNING |     READY |
|              4248 |  4 |     READY |   RUNNING |
|              4249 |  4 |   RUNNING |     READY |
|              4250 |  4 |     READY |   RUNNING |
|              4251 |  4 |   RUNNING |     READY |
|              4252 |  4 |     READY |   RUNNING |
|              4253 |  4 |   RUNNING |     READY |
|              4254 |  4 |     READY |   RUNNING |
|              4255 |  4 |   RUNNING |     READY |
|              4256 |  4 |     READY |   RUNNING |
|              4257 |  4 |   RUNNING |   WAITING |
|              4257 |  3 |     READY |   RUNNING |
|              4258 |  3 |   RUNNING |     READY |
|              4259 |  3 |     READY |   RUNNING |
|              4260 |  3 |   RUNNING |     READY |
|              4261 |  3 |     READY |   RUNNING |
|              4262 |  3 |   RUNNING |     READY |
|              4263 |  3 |     READY |   RUNNING |
|              4264 |  3 |   RUNNING |     READY |
|              4265 |  3 |     READY |   RUNNING |
|              4266 |  3 |   RUNNING |     READY |
|              4267 |  3 |     READY |   RUNNING |
|              4268 |  3 |   RUNNING |     READY |
|              4269 |  3 |     READY |   RUNNING |
|              4270 |  3 |   RUNNING |     READY |
|              4271 |  3 |     READY |   RUNNING |
|              4272 |  3 |   RUNNING |     READY |
|              4273 |  3 |     READY |   RUNNING |
|              4274 |  3 |   RUNNING |     READY |
|              4275 |  3 |     READY |   RUNNING |
|              4276 |  3 |   RUNNING |     READY |
|              4277 |  3 |     READY |   RUNNING |
|              4278 |  3 |   RUNNING |     READY |
|              4279 |  3 |     READY |   RUNNING |
|              4280 |  3 |   RUNNING |     READY |
|              4281 |  3 |     READY |   RUNNING |
|              4282 |  3 |   RUNNING |     READY |
|              4283 |  3 |     READY |   RUNNING |
|              4284 |  3 |   RUNNING |     READY |
|              4285 |  3 |     READY |   RUNNING |
|              4286 |  3 |   RUNNING |     READY |
|              4287 |  3 |     READY |   RUNNING |
|              4288 |  3 |   RUNNING |     READY |
|              4289 |  3 |     READY |   RUNNING |
|              4290 |  3 |   RUNNING |     READY |
|              4291 |  3 |     READY |   RUNNING |
|              4292 |  3 |   RUNNING |     READY |
|              4293 |  3 |     READY |   RUNNING |
|              4294 |  3 |   RUNNING |     READY |
|              4295 |  3 |     READY |   RUNNING |
|              4296 |  3 |   RUNNING |     READY |
|              4297 |  3 |     READY |   RUNNING |
|              4298 |  3 |   RUNNING |     READY |
|              4299 |  3 |     READY |   RUNNING |
|              4300 |  3 |   RUNNING |     READY |
|              4301 |  3 |     READY |   RUNNING |
|              4302 |  3 |   RUNNING |     READY |
|              4303 |  3 |     READY |   RUNNING |
|              4304 |  3 |   RUNNING |     READY |
|              4305 |  3 |     READY |   RUNNING |
|              4306 |  3 |   RUNNING |     READY |
|              4307 |  3 |     READY |   RUNNING |
|              4308 |  3 |   RUNNING |     READY |
|              4309 |  3 |     READY |   RUNNING |
|              4310 |  3 |   RUNNING |     READY |
|              4311 |  3 |     READY |   RUNNING |
|              4312 |  3 |   RUNNING |     READY |
|              4313 |  3 |     READY |   RUNNING |
|              4314 |  3 |   RUNNING |     READY |
|              4315 |  3 |     READY |   RUNNING |
|              4316 |  3 |   RUNNING |     READY |
|              4317 |  3 |     READY |   RUNNING |
|              4318 |  3 |   RUNNING |     READY |
|              4319 |  3 |     READY |   RUNNING |
|              4320 |  3 |   RUNNING |     READY |
|              4321 |  3 |     READY |   RUNNING |
|              4322 |  3 |   RUNNING |     READY |
|              4323 |  3 |     READY |   RUNNING |
|              4324 |  3 |   RUNNING |     READY |
|              4325 |  3 |     READY |   RUNNING |
|              4326 |  3 |   RUNNING |     READY |
|              4327 |  3 |     READY |   RUNNING |
|              4328 |  3 |   RUNNING |     READY |
|              4329 |  3 |     READY |   RUNNING |
|              4330 |  3 |   RUNNING |     READY |
|              4331 |  3 |     READY |   RUNNING |
|              4332 |  3 |   RUNNING |     READY |
|              4333 |  3 |     READY |   RUNNING |
|              4334 |  3 |   RUNNING |     READY |
|              4335 |  3 |     READY |   RUNNING |
|              4336 |  3 |   RUNNING |     READY |
|              4337 |  3 |     READY |   RUNNING |
|              4338 |  3 |   RUNNING |     READY |
|              4339 |  3 |     READY |   RUNNING |
|              4340 |  3 |   RUNNING |     READY |
|              4341 |  3 |     READY |   RUNNING |
|              4342 |  3 |   RUNNING |     READY |
|              4343 |  3 |     READY |   RUNNING |
|              4344 |  3 |   RUNNING |     READY |
|              4345 |  3 |     READY |   RUNNING |
|              4346 |  3 |   RUNNING |     READY |
|              4347 |  3 |     READY |   RUNNING |
|              4348 |  3 |   RUNNING |     READY |
|              4349 |  3 |     READY |   RUNNING |
|              4350 |  3 |   RUNNING |     READY |
|              4351 |  3 |     READY |   RUNNING |
|              4352 |  3 |   RUNNING |     READY |
|              4353 |  3 |     READY |   RUNNING |
|              4354 |  3 |   RUNNING |     READY |
|              4355 |  3 |     READY |   RUNNING |
|              4356 |  3 |   RUNNING |     READY |
|              4357 |  3 |     READY |   RUNNING |
|              4358 |  3 |   RUNNING |     READY |
|              4359 |  3 |     READY |   RUNNING |
|              4360 |  3 |   RUNNING |     READY |
|              4361 |  3 |     READY |   RUNNING |
|              4362 |  3 |   RUNNING |     READY |
|              4363 |  3 |     READY |   RUNNING |
|              4364 |  3 |   RUNNING |     READY |
|              4365 |  3 |     READY |   RUNNING |
|              4366 |  3 |   RUNNING |     READY |
|              4367 |  3 |     READY |   RUNNING |
|              4368 |  3 |   RUNNING |     READY |
|              4369 |  3 |     READY |   RUNNING |
|              4370 |  3 |   RUNNING |     READY |
|              4371 |  3 |     READY |   RUNNING |
|              4372 |  3 |   RUNNING |     READY |
|              4373 |  3 |     READY |   RUNNING |
|              4374 |  3 |   RUNNING |     READY |
|              4375 |  3 |     READY |   RUNNING |
|              4376 |  3 |   RUNNING |     READY |
|              4377 |  3 |     READY |   RUNNING |
|              4378 |  3 |   RUNNING |     READY |
|              4379 |  3 |     READY |   RUNNING |
|              4380 |  3 |   RUNNING |     READY |
|              4381 |  3 |     READY |   RUNNING |
|              4382 |  4 |   WAITING |     READY |
|              4382 |  3 |   RUNNING |     READY |
|              4383 |  4 |     READY |   RUNNING |
|              4384 |  4 |   RUNNING |     READY |
|              4385 |  4 |     READY |   RUNNING |
|              4386 |  4 |   RUNNING |     READY |
|              4387 |  4 |     READY |   RUNNING |
|              4388 |  4 |   RUNNING |     READY |
|              4389 |  4 |     READY |   RUNNING |
|              4390 |  4 |   RUNNING |     READY |
|              4391 |  4 |     READY |   RUNNING |
|              4392 |  4 |   RUNNING |     READY |
|              4393 |  4 |     READY |   RUNNING |
|              4394 |  4 |   RUNNING |     READY |
|              4395 |  4 |     READY |   RUNNING |
|              4396 |  4 |   RUNNING |     READY |
|              4397 |  4 |     READY |   RUNNING |
|              4398 |  4 |   RUNNING |     READY |
|              4399 |  4 |     READY |   RUNNING |
|              4400 |  4 |   RUNNING |     READY |
|              4401 |  4 |     READY |   RUNNING |
|              4402 |  4 |   RUNNING |     READY |
|              4403 |  4 |     READY |   RUNNING |
|              4404 |  4 |   RUNNING |     READY |
|              4405 |  4 |     READY |   RUNNING |
|              4406 |  4 |   RUNNING |     READY |
|              4407 |  4 |     READY |   RUNNING |
|              4408 |  4 |   RUNNING |     READY |
|              4409 |  4 |     READY |   RUNNING |
|              4410 |  4 |   RUNNING |     READY |
|              4411 |  4 |     READY |   RUNNING |
|              4412 |  4 |   RUNNING |     READY |
|              4413 |  4 |     READY |   RUNNING |
|              4414 |  4 |   RUNNING |     READY |
|              4415 |  4 |     READY |   RUNNING |
|              4416 |  4 |   RUNNING |     READY |
|              4417 |  4 |     READY |   RUNNING |
|              4418 |  4 |   RUNNING |     READY |
|              4419 |  4 |     READY |   RUNNING |
|              4420 |  4 |   RUNNING |     READY |
|              4421 |  4 |     READY |   RUNNING |
|              4422 |  4 |   RUNNING |     READY |
|              4423 |  4 |     READY |   RUNNING |
|              4424 |  4 |   RUNNING |     READY |
|              4425 |  4 |     READY |   RUNNING |
|              4426 |  4 |   RUNNING |     READY |
|              4427 |  4 |     READY |   RUNNING |
|              4428 |  4 |   RUNNING |     READY |
|              4429 |  4 |     READY |   RUNNING |
|              4430 |  4 |   RUNNING |     READY |
|              4431 |  4 |     READY |   RUNNING |
|              4432 |  4 |   RUNNING |     READY |
|              4433 |  4 |     READY |   RUNNING |
|              4434 |  4 |   RUNNING |     READY |
|              4435 |  4 |     READY |   RUNNING |
|              4436 |  4 |   RUNNING |     READY |
|              4437 |  4 |     READY |   RUNNING |
|              4438 |  4 |   RUNNING |     READY |
|              4439 |  4 |     READY |   RUNNING |
|              4440 |  4 |   RUNNING |     READY |
|              4441 |  4 |     READY |   RUNNING |
|              4442 |  4 |   RUNNING |     READY |
|              4443 |  4 |     READY |   RUNNING |
|              4444 |  4 |   RUNNING |     READY |
|              4445 |  4 |     READY |   RUNNING |
|              4446 |  4 |   RUNNING |     READY |
|              4447 |  4 |     READY |   RUNNING |
|              4448 |  4 |   RUNNING |     READY |
|              4449 |  4 |     READY |   RUNNING |
|              4450 |  4 |   RUNNING |     READY |
|              4451 |  4 |     READY |   RUNNING |
|              4452 |  4 |   RUNNING |TERMINATED |
|              4452 |  3 |     READY |   RUNNING |
|              4453 |  3 |   RUNNING |     READY |
|              4454 |  3 |     READY |   RUNNING |
|              4455 |  3 |   RUNNING |     READY |
|              4456 |  3 |     READY |   RUNNING |
|              4457 |  3 |   RUNNING |     READY |
|              4458 |  3 |     READY |   RUNNING |
|              4459 |  3 |   RUNNING |     READY |
|              4460 |  3 |     READY |   RUNNING |
|              4461 |  3 |   RUNNING |     READY |
|              4462 |  3 |     READY |   RUNNING |
|              4463 |  3 |   RUNNING |     READY |
|              4464 |  3 |     READY |   RUNNING |
|              4465 |  3 |   RUNNING |     READY |
|              4466 |  3 |     READY |   RUNNING |
|              4467 |  3 |   RUNNING |     READY |
|              4468 |  3 |     READY |   RUNNING |
|              4469 |  3 |   RUNNING |     READY |
|              4470 |  3 |     READY |   RUNNING |
|              4471 |  3 |   RUNNING |     READY |
|              4472 |  3 |     READY |   RUNNING |
|              4473 |  3 |   RUNNING |     READY |
|              4474 |  3 |     READY |   RUNNING |
|              4475 |  3 |   RUNNING |     READY |
|              4476 |  3 |     READY |   RUNNING |
|              4477 |  3 |   RUNNING |     READY |
|              4478 |  3 |     READY |   RUNNING |
|              4479 |  3 |   RUNNING |     READY |
|              4480 |  3 |     READY |   RUNNING |
|              4481 |  3 |   RUNNING |     READY |
|              4482 |  3 |     READY |   RUNNING |
|              4483 |  3 |   RUNNING |     READY |
|              4484 |  3 |     READY |   RUNNING |
|              4485 |  3 |   RUNNING |     READY |
|              4486 |  3 |     READY |   RUNNING |
|              4487 |  3 |   RUNNING |     READY |
|              4488 |  3 |     READY |   RUNNING |
|              4489 |  3 |   RUNNING |     READY |
|              4490 |  3 |     READY |   RUNNING |
|              4491 |  3 |   RUNNING |     READY |
|              4492 |  3 |     READY |   RUNNING |
|              4493 |  3 |   RUNNING |     READY |
|              4494 |  3 |     READY |   RUNNING |
|              4495 |  3 |   RUNNING |     READY |
|              4496 |  3 |     READY |   RUNNING |
|              4497 |  3 |   RUNNING |     READY |
|              4498 |  3 |     READY |   RUNNING |
|              4499 |  3 |   RUNNING |     READY |
|              4500 |  3 |     READY |   RUNNING |
|              4501 |  3 |   RUNNING |     READY |
|              4502 |  3 |     READY |   RUNNING |
|              4503 |  3 |   RUNNING |     READY |
|              4504 |  3 |     READY |   RUNNING |
|              4505 |  3 |   RUNNING |   WAITING |
|              4505 |  2 |     READY |   RUNNING |
|              4506 |  2 |   RUNNING |     READY |
|              4507 |  2 |     READY |   RUNNING |
|              4508 |  2 |   RUNNING |     READY |
|              4509 |  2 |     READY |   RUNNING |
|              4510 |  2 |   RUNNING |     READY |
|              4511 |  2 |     READY |   RUNNING |
|              4512 |  2 |   RUNNING |     READY |
|              4513 |  2 |     READY |   RUNNING |
|              4514 |  2 |   RUNNING |     READY |
|              4515 |  2 |     READY |   RUNNING |
|              4516 |  2 |   RUNNING |     READY |
|              4517 |  2 |     READY |   RUNNING |
|              4518 |  2 |   RUNNING |     READY |
|              4519 |  2 |     READY |   RUNNING |
|              4520 |  2 |   RUNNING |     READY |
|              4521 |  2 |     READY |   RUNNING |
|              4522 |  2 |   RUNNING |     READY |
|              4523 |  2 |     READY |   RUNNING |
|              4524 |  2 |   RUNNING |     READY |
|              4525 |  2 |     READY |   RUNNING |
|              4526 |  2 |   RUNNING |     READY |
|              4527 |  2 |     READY |   RUNNING |
|              4528 |  2 |   RUNNING |     READY |
|              4529 |  2 |     READY |   RUNNING |
|              4530 |  2 |   RUNNING |     READY |
|              4531 |  2 |     READY |   RUNNING |
|              4532 |  2 |   RUNNING |     READY |
|              4533 |  2 |     READY |   RUNNING |
|              4534 |  2 |   RUNNING |     READY |
|              4535 |  2 |     READY |   RUNNING |
|              4536 |  2 |   RUNNING |     READY |
|              4537 |  2 |     READY |   RUNNING |
|              4538 |  2 |   RUNNING |     READY |
|              4539 |  2 |     READY |   RUNNING |
|              4540 |  2 |   RUNNING |     READY |
|              4541 |  2 |     READY |   RUNNING |
|              4542 |  2 |   RUNNING |     READY |
|              4543 |  2 |     READY |   RUNNING |
|              4544 |  2 |   RUNNING |     READY |
|              4545 |  2 |     READY |   RUNNING |
|              4546 |  2 |   RUNNING |     READY |
|              4547 |  2 |     READY |   RUNNING |
|              4548 |  2 |   RUNNING |     READY |
|              4549 |  2 |     READY |   RUNNING |
|              4550 |  2 |   RUNNING |     READY |
|              4551 |  2 |     READY |   RUNNING |
|              4552 |  2 |   RUNNING |     READY |
|              4553 |  2 |     READY |   RUNNING |
|              4554 |  2 |   RUNNING |     READY |
|              4555 |  2 |     READY |   RUNNING |
|              4556 |  2 |   RUNNING |     READY |
|              4557 |  2 |     READY |   RUNNING |
|              4558 |  2 |   RUNNING |     READY |
|              4559 |  2 |     READY |   RUNNING |
|              4560 |  2 |   RUNNING |     READY |
|              4561 |  2 |     READY |   RUNNING |
|              4562 |  2 |   RUNNING |     READY |
|              4563 |  2 |     READY |   RUNNING |
|              4564 |  2 |   RUNNING |     READY |
|              4565 |  2 |     READY |   RUNNING |
|              4566 |  2 |   RUNNING |     READY |
|              4567 |  2 |     READY |   RUNNING |
|              4568 |  2 |   RUNNING |     READY |
|              4569 |  2 |     READY |   RUNNING |
|              4570 |  2 |   RUNNING |     READY |
|              4571 |  2 |     READY |   RUNNING |
|              4572 |  2 |   RUNNING |     READY |
|              4573 |  2 |     READY |   RUNNING |
|              4574 |  2 |   RUNNING |     READY |
|              4575 |  2 |     READY |   RUNNING |
|              4576 |  2 |   RUNNING |     READY |
|              4577 |  2 |     READY |   RUNNING |
|              4578 |  2 |   RUNNING |     READY |
|              4579 |  2 |     READY |   RUNNING |
|              4580 |  2 |   RUNNING |     READY |
|              4581 |  2 |     READY |   RUNNING |
|              4582 |  2 |   RUNNING |     READY |
|              4583 |  2 |     READY |   RUNNING |
|              4584 |  2 |   RUNNING |     READY |
|              4585 |  2 |     READY |   RUNNING |
|              4586 |  2 |   RUNNING |     READY |
|              4587 |  2 |     READY |   RUNNING |
|              4588 |  2 |   RUNNING |     READY |
|              4589 |  2 |     READY |   RUNNING |
|              4590 |  2 |   RUNNING |     READY |
|              4591 |  2 |     READY |   RUNNING |
|              4592 |  2 |   RUNNING |     READY |
|              4593 |  2 |     READY |   RUNNING |
|              4594 |  2 |   RUNNING |     READY |
|              4595 |  2 |     READY |   RUNNING |
|              4596 |  2 |   RUNNING |     READY |
|              4597 |  2 |     READY |   RUNNING |
|              4598 |  2 |   RUNNING |     READY |
|              4599 |  2 |     READY |   RUNNING |
|              4600 |  3 |   WAITING |     READY |
|              4600 |  2 |   RUNNING |     READY |
|              4601 |  3 |     READY |   RUNNING |
|              4602 |  3 |   RUNNING |     READY |
|              4603 |  3 |     READY |   RUNNING |
|              4604 |  3 |   RUNNING |     READY |
|              4605 |  3 |     READY |   RUNNING |
|              4606 |  3 |   RUNNING |     READY |
|              4607 |  3 |     READY |   RUNNING |
|              4608 |  3 |   RUNNING |     READY |
|              4609 |  3 |     READY |   RUNNING |
|              4610 |  3 |   RUNNING |     READY |
|              4611 |  3 |     READY |   RUNNING |
|              4612 |  3 |   RUNNING |     READY |
|              4613 |  3 |     READY |   RUNNING |
|              4614 |  3 |   RUNNING |     READY |
|              4615 |  3 |     READY |   RUNNING |
|              4616 |  3 |   RUNNING |     READY |
|              4617 |  3 |     READY |   RUNNING |
|              4618 |  3 |   RUNNING |     READY |
|              4619 |  3 |     READY |   RUNNING |
|              4620 |  3 |   RUNNING |     READY |
|              4621 |  3 |     READY |   RUNNING |
|              4622 |  3 |   RUNNING |     READY |
|              4623 |  3 |     READY |   RUNNING |
|              4624 |  3 |   RUNNING |     READY |
|              4625 |  3 |     READY |   RUNNING |
|              4626 |  3 |   RUNNING |     READY |
|              4627 |  3 |     READY |   RUNNING |
|              4628 |  3 |   RUNNING |     READY |
|              4629 |  3 |     READY |   RUNNING |
|              4630 |  3 |   RUNNING |     READY |
|              4631 |  3 |     READY |   RUNNING |
|              4632 |  3 |   RUNNING |     READY |
|              4633 |  3 |     READY |   RUNNING |
|              4634 |  3 |   RUNNING |     READY |
|              4635 |  3 |     READY |   RUNNING |
|              4636 |  3 |   RUNNING |     READY |
|              4637 |  3 |     READY |   RUNNING |
|              4638 |  3 |   RUNNING |     READY |
|              4639 |  3 |     READY |   RUNNING |
|              4640 |  3 |   RUNNING |     READY |
|              4641 |  3 |     READY |   RUNNING |
|              4642 |  3 |   RUNNING |     READY |
|              4643 |  3 |     READY |   RUNNING |
|              4644 |  3 |   RUNNING |     READY |
|              4645 |  3 |     READY |   RUNNING |
|              4646 |  3 |   RUNNING |     READY |
|              4647 |  3 |     READY |   RUNNING |
|              4648 |  3 |   RUNNING |     READY |
|              4649 |  3 |     READY |   RUNNING |
|              4650 |  3 |   RUNNING |     READY |
|              4651 |  3 |     READY |   RUNNING |
|              4652 |  3 |   RUNNING |     READY |
|              4653 |  3 |     READY |   RUNNING |
|              4654 |  3 |   RUNNING |     READY |
|              4655 |  3 |     READY |   RUNNING |
|              4656 |  3 |   RUNNING |     READY |
|              4657 |  3 |     READY |   RUNNING |
|              4658 |  3 |   RUNNING |     READY |
|              4659 |  3 |     READY |   RUNNING |
|              4660 |  3 |   RUNNING |     READY |
|              4661 |  3 |     READY |   RUNNING |
|              4662 |  3 |   RUNNING |     READY |
|              4663 |  3 |     READY |   RUNNING |
|              4664 |  3 |   RUNNING |     READY |
|              4665 |  3 |     READY |   RUNNING |
|              4666 |  3 |   RUNNING |     READY |
|              4667 |  3 |     READY |   RUNNING |
|              4668 |  3 |   RUNNING |     READY |
|              4669 |  3 |     READY |   RUNNING |
|              4670 |  3 |   RUNNING |     READY |
|              4671 |  3 |     READY |   RUNNING |
|              4672 |  3 |   RUNNING |     READY |
|              4673 |  3 |     READY |   RUNNING |
|              4674 |  3 |   RUNNING |     READY |
|              4675 |  3 |     READY |   RUNNING |
|              4676 |  3 |   RUNNING |     READY |
|              4677 |  3 |     READY |   RUNNING |
|              4678 |  3 |   RUNNING |     READY |
|              4679 |  3 |     READY |   RUNNING |
|              4680 |  3 |   RUNNING |     READY |
|              4681 |  3 |     READY |   RUNNING |
|              4682 |  3 |   RUNNING |     READY |
|              4683 |  3 |     READY |   RUNNING |
|              4684 |  3 |   RUNNING |     READY |
|              4685 |  3 |     READY |   RUNNING |
|              4686 |  3 |   RUNNING |     READY |
|              4687 |  3 |     READY |   RUNNING |
|              4688 |  3 |   RUNNING |     READY |
|              4689 |  3 |     READY |   RUNNING |
|              4690 |  3 |   RUNNING |     READY |
|              4691 |  3 |     READY |   RUNNING |
|              4692 |  3 |   RUNNING |     READY |
|              4693 |  3 |     READY |   RUNNING |
|              4694 |  3 |   RUNNING |     READY |
|              4695 |  3 |     READY |   RUNNING |
|              4696 |  3 |   RUNNING |     READY |
|              4697 |  3 |     READY |   RUNNING |
|              4698 |  3 |   RUNNING |     READY |
|              4699 |  3 |     READY |   RUNNING |
|              4700 |  3 |   RUNNING |     READY |
|              4701 |  3 |     READY |   RUNNING |
|              4702 |  3 |   RUNNING |     READY |
|              4703 |  3 |     READY |   RUNNING |
|              4704 |  3 |   RUNNING |     READY |
|              4705 |  3 |     READY |   RUNNING |
|              4706 |  3 |   RUNNING |     READY |
|              4707 |  3 |     READY |   RUNNING |
|              4708 |  3 |   RUNNING |     READY |
|              4709 |  3 |     READY |   RUNNING |
|              4710 |  3 |   RUNNING |     READY |
|              4711 |  3 |     READY |   RUNNING |
|              4712 |  3 |   RUNNING |     READY |
|              4713 |  3 |     READY |   RUNNING |
|              4714 |  3 |   RUNNING |     READY |
|              4715 |  3 |     READY |   RUNNING |
|              4716 |  3 |   RUNNING |     READY |
|              4717 |  3 |     READY |   RUNNING |
|              4718 |  3 |   RUNNING |     READY |
|              4719 |  3 |     READY |   RUNNING |
|              4720 |  3 |   RUNNING |     READY |
|              4721 |  3 |     READY |   RUNNING |
|              4722 |  3 |   RUNNING |     READY |
|              4723 |  3 |     READY |   RUNNING |
|              4724 |  3 |   RUNNING |     READY |
|              4725 |  3 |     READY |   RUNNING |
|              4726 |  3 |   RUNNING |     READY |
|              4727 |  3 |     READY |   RUNNING |
|              4728 |  3 |   RUNNING |     READY |
|              4729 |  3 |     READY |   RUNNING |
|              4730 |  3 |   RUNNING |     READY |
|              4731 |  3 |     READY |   RUNNING |
|              4732 |  3 |   RUNNING |     READY |
|              4733 |  3 |     READY |   RUNNING |
|              4734 |  3 |   RUNNING |     READY |
|              4735 |  3 |     READY |   RUNNING |
|              4736 |  3 |   RUNNING |     READY |
|              4737 |  3 |     READY |   RUNNING |
|              4738 |  3 |   RUNNING |     READY |
|              4739 |  3 |     READY |   RUNNING |
|              4740 |  3 |   RUNNING |     READY |
|              4741 |  3 |     READY |   RUNNING |
|              4742 |  3 |   RUNNING |     READY |
|              4743 |  3 |     READY |   RUNNING |
|              4744 |  3 |   RUNNING |     READY |
|              4745 |  3 |     READY |   RUNNING |
|              4746 |  3 |   RUNNING |     READY |
|              4747 |  3 |     READY |   RUNNING |
|              4748 |  3 |   RUNNING |     READY |
|              4749 |  3 |     READY |   RUNNING |
|              4750 |  3 |   RUNNING |     READY |
|              4751 |  3 |     READY |   RUNNING |
|              4752 |  3 |   RUNNING |     READY |
|              4753 |  3 |     READY |   RUNNING |
|              4754 |  3 |   RUNNING |     READY |
|              4755 |  3 |     READY |   RUNNING |
|              4756 |  3 |   RUNNING |     READY |
|              4757 |  3 |     READY |   RUNNING |
|              4758 |  3 |   RUNNING |     READY |
|              4759 |  3 |     READY |   RUNNING |
|              4760 |  3 |   RUNNING |     READY |
|              4761 |  3 |     READY |   RUNNING |
|              4762 |  3 |   RUNNING |     READY |
|              4763 |  3 |     READY |   RUNNING |
|              4764 |  3 |   RUNNING |     READY |
|              4765 |  3 |     READY |   RUNNING |
|              4766 |  3 |   RUNNING |     READY |
|              4767 |  3 |     READY |   RUNNING |
|              4768 |  3 |   RUNNING |     READY |
|              4769 |  3 |     READY |   RUNNING |
|              4770 |  3 |   RUNNING |     READY |
|              4771 |  3 |     READY |   RUNNING |
|              4772 |  3 |   RUNNING |     READY |
|              4773 |  3 |     READY |   RUNNING |
|              4774 |  3 |   RUNNING |     READY |
|              4775 |  3 |     READY |   RUNNING |
|              4776 |  3 |   RUNNING |     READY |
|              4777 |  3 |     READY |   RUNNING |
|              4778 |  3 |   RUNNING |     READY |
|              4779 |  3 |     READY |   RUNNING |
|              4780 |  3 |   RUNNING |   WAITING |
|              4780 |  2 |     READY |   RUNNING |
|              4781 |  2 |   RUNNING |     READY |
|              4782 |  2 |     READY |   RUNNING |
|              4783 |  2 |   RUNNING |     READY |
|              4784 |  2 |     READY |   RUNNING |
|              4785 |  2 |   RUNNING |     READY |
|              4786 |  2 |     READY |   RUNNING |
|              4787 |  2 |   RUNNING |     READY |
|              4788 |  2 |     READY |   RUNNING |
|              4789 |  2 |   RUNNING |     READY |
|              4790 |  2 |     READY |   RUNNING |
